day,avg_energy,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,WindGustKmph,cloudcover,humidity,precipMM,pressure,visibility,winddirDegree,IsBankHoliday
2012-10-16,9.875233717594863,14.0,8.0,0.0,10.8,3.0,6.0,32.0,37.0,81.0,4.2,1001,10.0,215,0
2012-10-17,9.77540481074986,15.0,9.0,0.0,8.5,3.0,13.0,30.0,61.0,84.0,7.25,999,9.0,169,0
2012-10-18,9.611267576495887,15.0,11.0,0.0,8.5,3.0,19.0,27.0,73.0,89.0,3.5,1002,8.0,175,0
2012-10-19,10.15502473129416,13.0,12.0,0.0,3.8,3.0,26.0,12.0,92.0,96.0,7.25,1007,7.0,131,0
2012-10-20,10.286956328321873,14.0,8.0,0.0,5.5,3.0,33.0,10.0,65.0,91.0,3.5,1016,6.0,189,1
2012-10-21,10.951931969814126,11.0,10.0,0.0,3.8,3.0,40.0,20.0,91.0,96.0,7.25,1018,6.0,39,1
2012-10-22,10.223638782031394,16.0,12.0,0.0,3.8,3.0,46.0,14.0,86.0,96.0,2.5,1020,5.0,50,0
2012-10-23,10.080434846480426,16.0,12.0,0.0,7.1,3.0,53.0,11.0,67.0,95.0,0.8,1024,4.0,59,0
2012-10-24,9.784203703447012,15.0,11.0,0.0,3.8,3.0,60.0,21.0,89.0,95.0,1.3,1020,5.0,50,0
2012-10-25,10.06168575535291,13.0,9.0,0.0,3.8,3.0,67.0,27.0,81.0,91.0,1.2,1017,8.0,56,0
2012-10-26,10.663071014094204,8.0,3.0,0.0,3.8,2.0,74.0,30.0,77.0,89.0,4.4,1013,6.0,70,0
2012-10-27,11.299429710326088,8.0,0.0,0.0,7.0,1.0,80.0,37.0,24.0,79.0,0.2,1015,10.0,340,1
2012-10-28,12.064597826014491,9.0,0.0,0.0,3.7,2.0,87.0,22.0,77.0,90.0,0.9,1015,8.0,250,1
2012-10-29,11.005619020471014,12.0,6.0,0.0,5.4,2.0,94.0,20.0,84.0,93.0,2.9,1009,7.0,238,0
2012-10-30,10.808533792788548,10.0,6.0,0.0,8.7,2.0,100.0,15.0,50.0,87.0,0.1,1005,7.0,273,0
2012-10-31,10.826462220619677,11.0,6.0,0.0,3.7,2.0,93.0,31.0,84.0,89.0,0.4,991,6.0,184,0
2012-11-01,10.78168858606884,10.0,4.0,0.0,8.7,2.0,86.0,24.0,60.0,89.0,7.25,979,9.0,222,0
2012-11-02,11.026956710777034,10.0,4.0,0.0,8.7,2.0,79.0,27.0,22.0,83.0,0.2,991,10.0,228,0
2012-11-03,11.39288607004166,9.0,4.0,0.0,8.7,2.0,72.0,22.0,39.0,82.0,0.0,997,10.0,217,1
2012-11-04,12.618036044086216,5.0,3.0,0.0,3.5,1.0,65.0,26.0,83.0,96.0,7.25,995,5.0,199,1
2012-11-05,11.39052155884058,8.0,3.0,0.0,8.7,2.0,59.0,18.0,39.0,90.0,0.0,1005,6.0,215,0
2012-11-06,11.532459992487327,8.0,2.0,0.0,5.2,2.0,52.0,23.0,47.0,90.0,1.1,1020,6.0,280,0
2012-11-07,11.246270093320058,10.0,4.0,0.0,6.9,2.0,45.0,25.0,68.0,92.0,0.0,1024,8.0,254,0
2012-11-08,10.945955830104996,11.0,6.0,0.0,6.9,2.0,38.0,23.0,52.0,89.0,0.0,1019,10.0,247,0
2012-11-09,10.933946624895963,10.0,6.0,0.0,5.2,2.0,32.0,20.0,61.0,91.0,0.2,1010,9.0,197,0
2012-11-10,11.421789797774965,10.0,6.0,0.0,5.2,2.0,25.0,15.0,63.0,95.0,2.9,998,5.0,230,1
2012-11-11,12.024949708954413,9.0,3.0,0.0,8.7,2.0,18.0,15.0,22.0,91.0,0.0,1011,6.0,271,1
2012-11-12,11.402977572381984,10.0,4.0,0.0,3.4,2.0,11.0,23.0,69.0,95.0,3.1,1021,6.0,211,0
2012-11-13,10.704661240586,14.0,9.0,0.0,3.4,3.0,5.0,22.0,82.0,95.0,0.2,1026,9.0,203,0
2012-11-14,10.686837247775768,13.0,7.0,0.0,8.7,3.0,2.0,13.0,70.0,94.0,0.0,1026,4.0,121,0
2012-11-15,10.939482095081374,13.0,5.0,0.0,8.7,2.0,9.0,8.0,60.0,91.0,0.0,1023,6.0,118,0
2012-11-16,11.27753453880651,9.0,4.0,0.0,5.1,2.0,16.0,12.0,68.0,92.0,0.0,1015,9.0,157,0
2012-11-17,11.489669679985536,11.0,8.0,0.0,5.1,3.0,23.0,21.0,71.0,93.0,0.2,1007,9.0,251,1
2012-11-18,12.082729885789188,8.0,4.0,0.0,8.7,3.0,29.0,12.0,18.0,86.0,0.0,1014,9.0,259,1
2012-11-19,11.406281271710052,10.0,3.0,0.0,5.1,2.0,36.0,32.0,50.0,89.0,0.2,1011,9.0,174,0
2012-11-20,11.292340201843816,13.0,10.0,0.0,3.3,3.0,43.0,39.0,98.0,94.0,6.4,1009,8.0,176,0
2012-11-21,11.323918474258855,12.0,5.0,0.0,3.3,2.0,50.0,34.0,64.0,92.0,5.6,1008,10.0,189,0
2012-11-22,10.999051357486438,11.0,7.0,0.0,6.9,3.0,56.0,43.0,52.0,89.0,0.1,1011,10.0,185,0
2012-11-23,11.014705372146862,10.0,6.0,0.0,8.7,2.0,63.0,18.0,37.0,94.0,4.5,1011,7.0,207,0
2012-11-24,12.094914814035086,8.0,5.0,0.0,3.2,2.0,70.0,24.0,69.0,97.0,7.25,1011,5.0,122,1
2012-11-25,12.185806184487433,10.0,5.0,0.0,6.8,2.0,77.0,43.0,55.0,88.0,6.0,1001,8.0,208,1
2012-11-26,11.508233272983723,10.0,6.0,0.0,6.8,2.0,84.0,19.0,76.0,93.0,7.25,998,5.0,224,0
2012-11-27,11.6814518979566,7.0,5.0,0.0,3.1,2.0,90.0,30.0,92.0,97.0,7.25,1003,8.0,333,0
2012-11-28,11.96466787123486,6.0,2.0,0.0,3.1,1.0,97.0,34.0,71.0,93.0,0.1,1012,10.0,339,0
2012-11-29,12.060980835960947,4.0,0.0,0.0,8.2,1.0,96.0,25.0,46.0,93.0,0.0,1012,8.0,328,0
2012-11-30,12.300572694104885,4.0,0.0,0.0,8.1,2.0,89.0,13.0,19.0,88.0,0.0,1012,9.0,313,0
2012-12-01,13.121752440741412,5.0,-1.0,0.0,4.9,1.0,83.0,21.0,38.0,90.0,0.5,1014,9.0,293,1
2012-12-02,13.715528944808248,4.0,-2.0,0.0,8.1,2.0,76.0,21.0,17.0,87.0,0.0,1016,10.0,277,1
2012-12-03,12.393292202569205,8.0,2.0,0.0,6.8,2.0,69.0,30.0,71.0,95.0,6.1,1008,8.0,235,0
2012-12-04,12.268467703220557,6.0,1.0,0.0,6.8,1.0,62.0,33.0,28.0,92.0,0.0,1003,10.0,271,0
2012-12-05,12.736527133918234,3.0,-1.0,1.7,6.8,1.0,56.0,25.0,23.0,90.0,2.0,1007,6.0,315,0
2012-12-06,13.005750001573809,3.0,-2.0,0.0,4.9,1.0,49.0,27.0,55.0,83.0,0.6,1014,9.0,238,0
2012-12-07,12.827951519880608,4.0,1.0,0.0,6.8,1.0,42.0,42.0,57.0,91.0,4.8,1001,9.0,289,0
2012-12-08,12.786986796057151,4.0,0.0,0.0,6.8,1.0,35.0,23.0,46.0,95.0,0.0,1023,8.0,310,1
2012-12-09,13.41899077643335,8.0,1.0,0.0,4.9,2.0,28.0,37.0,61.0,94.0,0.1,1019,10.0,265,1
2012-12-10,12.528336346625656,4.0,0.0,0.0,8.0,2.0,22.0,33.0,16.0,90.0,0.0,1021,10.0,326,0
2012-12-11,11.774059152261216,5.0,0.0,0.0,8.0,2.0,15.0,15.0,8.0,89.0,0.0,1029,10.0,173,0
2012-12-12,13.263260721331644,4.0,-2.0,0.0,6.8,1.0,8.0,13.0,50.0,85.0,0.0,1021,10.0,193,0
2012-12-13,13.322344429088275,2.0,-2.0,0.0,7.9,2.0,1.0,17.0,43.0,88.0,0.0,1006,9.0,101,0
2012-12-14,13.083142573113806,10.0,2.0,0.0,3.0,2.0,5.0,42.0,84.0,96.0,7.25,987,7.0,152,0
2012-12-15,12.453758321382054,10.0,6.0,0.0,6.7,2.0,12.0,36.0,40.0,92.0,0.0,991,10.0,208,1
2012-12-16,12.760848226790882,9.0,4.0,0.0,5.8,3.0,19.0,29.0,24.0,93.0,0.0,1000,10.0,213,1
2012-12-17,11.94202134953863,8.0,5.0,0.0,5.8,2.0,26.0,31.0,53.0,91.0,0.0,1001,10.0,231,0
2012-12-18,11.958192432603187,6.0,1.0,0.0,5.8,1.0,33.0,21.0,60.0,96.0,0.1,1014,7.0,280,0
2012-12-19,12.401265928638669,6.0,3.0,0.0,1.9,2.0,39.0,30.0,72.0,94.0,2.2,1017,7.0,124,0
2012-12-20,12.243113504580014,9.0,6.0,0.0,1.9,2.0,46.0,35.0,100.0,97.0,7.25,1003,8.0,147,0
2012-12-21,12.018693910529176,9.0,6.0,0.0,5.8,2.0,53.0,25.0,69.0,95.0,0.1,1009,10.0,249,0
2012-12-22,12.358784121642197,12.0,6.0,0.0,1.9,2.0,60.0,34.0,100.0,97.0,7.25,1006,6.0,192,1
2012-12-23,11.934522669205656,12.0,9.0,0.0,3.8,3.0,66.0,35.0,78.0,93.0,1.8,1003,9.0,229,1
2012-12-24,12.053878649410484,12.0,7.0,0.0,1.9,2.0,73.0,34.0,90.0,94.0,7.25,1000,8.0,190,0
2012-12-25,12.50931242090662,10.0,7.0,0.0,3.8,2.0,80.0,34.0,75.0,92.0,2.1,995,10.0,219,1
2012-12-26,11.672571195120623,9.0,4.0,0.0,1.9,2.0,87.0,37.0,63.0,95.0,5.0,1004,10.0,228,1
2012-12-27,11.842862118704645,8.0,4.0,0.0,1.9,2.0,93.0,38.0,57.0,94.0,3.9,1005,9.0,252,0
2012-12-28,11.768871214366044,11.0,3.0,0.0,1.9,2.0,100.0,35.0,89.0,96.0,1.3,1017,7.0,201,0
2012-12-29,11.67416811632209,10.0,6.0,0.0,1.9,2.0,93.0,47.0,83.0,92.0,2.4,1004,9.0,198,1
2012-12-30,11.900980408670415,8.0,4.0,0.0,3.9,2.0,86.0,43.0,39.0,86.0,0.1,1009,10.0,223,1
2012-12-31,11.901235485449927,11.0,9.0,0.0,2.0,2.0,79.0,44.0,97.0,95.0,4.8,1004,7.0,212,0
2013-01-01,11.839174315490656,6.0,3.0,0.0,5.8,2.0,73.0,30.0,29.0,91.0,0.3,1007,10.0,270,1
2013-01-02,12.01665547890058,8.0,3.0,0.0,2.0,2.0,66.0,29.0,62.0,96.0,1.2,1022,10.0,256,0
2013-01-03,11.399221153301886,12.0,8.0,0.0,3.9,3.0,59.0,30.0,61.0,95.0,0.0,1032,10.0,263,0
2013-01-04,11.417019771068384,10.0,6.0,0.0,5.8,2.0,52.0,24.0,56.0,94.0,0.0,1037,8.0,263,1
2013-01-05,11.709835508995283,10.0,5.0,0.0,3.9,2.0,46.0,18.0,80.0,96.0,0.1,1035,4.0,251,1
2013-01-06,12.422263291054255,9.0,5.0,0.0,5.8,2.0,39.0,16.0,46.0,94.0,0.1,1032,6.0,244,1
2013-01-07,11.657582985688371,9.0,6.0,0.0,3.9,2.0,32.0,19.0,86.0,94.0,0.1,1027,7.0,202,0
2013-01-08,11.23940515067102,10.0,6.0,0.0,5.8,2.0,25.0,24.0,71.0,95.0,0.3,1024,9.0,215,0
2013-01-09,11.3348165006165,8.0,3.0,0.0,5.8,2.0,18.0,15.0,53.0,94.0,3.7,1021,8.0,108,0
2013-01-10,12.066789224977326,5.0,1.0,0.0,5.8,1.0,12.0,11.0,41.0,87.0,0.0,1016,9.0,312,0
2013-01-11,12.109949356017426,4.0,0.0,0.0,5.8,2.0,5.0,12.0,29.0,88.0,0.0,1017,10.0,259,0
2013-01-12,13.060453604158344,3.0,1.0,0.0,2.0,1.0,2.0,31.0,86.0,89.0,3.2,1013,6.0,92,1
2013-01-13,13.662229805009984,3.0,-1.0,0.2,3.9,1.0,9.0,24.0,66.0,86.0,0.2,1019,10.0,65,1
2013-01-14,13.182834058623818,2.0,-1.0,0.3,3.1,1.0,15.0,20.0,83.0,91.0,4.3,1012,9.0,249,0
2013-01-15,12.94372035660069,1.0,-4.0,0.0,5.1,1.0,22.0,26.0,74.0,96.0,0.8,1008,5.0,329,0
2013-01-16,13.147535511153498,1.0,-4.0,0.0,8.7,1.0,29.0,12.0,31.0,94.0,0.0,1013,6.0,39,0
2013-01-17,13.278687022337332,0.0,-6.0,0.0,8.7,1.0,36.0,13.0,33.0,88.0,0.0,1017,8.0,92,0
2013-01-18,14.045839360912227,-2.0,-3.0,5.6,3.3,1.0,42.0,30.0,92.0,92.0,6.6,1005,3.0,118,0
2013-01-19,14.703919119865503,1.0,-2.0,2.0,3.3,1.0,49.0,25.0,94.0,96.0,2.3,997,5.0,53,1
2013-01-20,15.021899673300618,0.0,-3.0,5.6,3.3,1.0,56.0,22.0,98.0,96.0,6.6,995,5.0,98,1
2013-01-21,13.903375748700237,0.0,-4.0,0.2,6.9,1.0,63.0,7.0,64.0,96.0,0.2,994,4.0,232,0
2013-01-22,13.526971272672728,2.0,-3.0,1.4,3.3,1.0,70.0,25.0,60.0,95.0,1.7,1001,7.0,95,0
2013-01-23,13.344442645573531,1.0,-1.0,3.5,3.3,1.0,76.0,26.0,93.0,95.0,4.1,1007,5.0,73,0
2013-01-24,13.36720356667273,1.0,-3.0,0.5,8.7,1.0,83.0,18.0,56.0,95.0,0.7,1016,6.0,45,0
2013-01-25,13.420702272738854,1.0,-4.0,0.0,6.9,1.0,90.0,22.0,54.0,94.0,0.1,1015,7.0,161,0
2013-01-26,12.848888261492265,3.0,1.0,0.0,8.7,1.0,97.0,35.0,56.0,98.0,4.3,1006,9.0,215,1
2013-01-27,12.928393265368516,8.0,4.0,0.0,8.7,2.0,97.0,48.0,48.0,88.0,2.0,998,8.0,217,1
2013-01-28,12.347051318471337,8.0,1.0,0.0,6.9,2.0,90.0,43.0,51.0,89.0,0.6,1006,9.0,218,0
2013-01-29,11.618708902129985,13.0,8.0,0.0,3.4,3.0,83.0,44.0,84.0,95.0,1.5,1003,6.0,219,0
2013-01-30,11.080083377334793,10.0,5.0,0.0,8.7,2.0,76.0,47.0,44.0,85.0,7.25,1006,9.0,241,0
2013-01-31,11.2815322518586,10.0,5.0,0.0,8.7,2.0,69.0,46.0,32.0,86.0,0.8,1013,10.0,237,0
2013-02-01,11.580635552032817,6.0,2.0,0.0,3.4,1.0,63.0,23.0,79.0,97.0,7.25,1003,7.0,275,0
2013-02-02,12.359468647921984,4.0,0.0,0.0,6.9,1.0,56.0,34.0,38.0,87.0,0.0,1014,10.0,328,1
2013-02-03,13.30508292301804,8.0,0.0,0.0,3.4,1.0,49.0,32.0,66.0,89.0,0.3,1019,9.0,251,1
2013-02-04,11.623015315952598,9.0,4.0,0.0,8.7,2.0,42.0,41.0,36.0,85.0,0.1,1013,10.0,259,0
2013-02-05,12.010271650574293,5.0,1.0,0.0,8.7,1.0,36.0,41.0,59.0,77.0,0.8,1000,9.0,249,0
2013-02-06,12.253640954175784,5.0,1.0,0.1,3.5,1.0,29.0,39.0,71.0,85.0,0.7,1005,9.0,325,0
2013-02-07,12.238016410849744,5.0,-1.0,0.2,8.2,1.0,22.0,25.0,43.0,78.0,0.2,1017,9.0,308,0
2013-02-08,12.112737733430604,5.0,-1.0,0.0,9.8,1.0,15.0,24.0,62.0,80.0,0.0,1019,10.0,327,0
2013-02-09,12.858372606273935,4.0,0.0,0.0,8.3,1.0,9.0,14.0,63.0,89.0,0.2,1019,7.0,252,1
2013-02-10,13.598128215684843,4.0,1.0,2.3,4.9,1.0,2.0,30.0,100.0,98.0,7.25,1001,6.0,139,1
2013-02-11,13.058674872775349,3.0,0.0,5.2,4.9,1.0,5.0,23.0,97.0,95.0,7.0,999,4.0,51,0
2013-02-12,12.940775165536104,2.0,-2.0,0.3,5.0,1.0,12.0,18.0,85.0,92.0,0.3,1015,9.0,39,0
2013-02-13,12.717150756451908,1.0,-3.0,0.0,6.6,1.0,19.0,23.0,73.0,91.0,0.2,1021,9.0,133,0
2013-02-14,11.98077550569447,9.0,2.0,0.0,8.3,2.0,25.0,34.0,68.0,96.0,3.3,1012,9.0,243,0
2013-02-15,11.552171169635036,9.0,1.0,0.0,10.0,2.0,32.0,20.0,34.0,87.0,0.1,1019,10.0,295,0
2013-02-16,11.562667457492244,9.0,4.0,0.0,6.7,2.0,39.0,11.0,68.0,80.0,0.0,1023,10.0,207,1
2013-02-17,12.029635317275384,8.0,2.0,0.0,10.1,2.0,46.0,20.0,23.0,87.0,0.0,1022,9.0,126,1
2013-02-18,11.510227820372398,8.0,1.0,0.0,10.1,1.0,52.0,21.0,15.0,86.0,0.0,1020,9.0,110,0
2013-02-19,11.385007311371115,10.0,0.0,0.0,10.2,3.0,59.0,9.0,20.0,81.0,0.0,1019,10.0,171,0
2013-02-20,11.72789590342115,4.0,-1.0,0.0,8.4,1.0,66.0,27.0,45.0,87.0,0.3,1023,7.0,75,0
2013-02-21,12.791991039155086,3.0,-2.0,0.0,10.0,2.0,73.0,27.0,26.0,72.0,0.0,1024,10.0,73,0
2013-02-22,12.856231823475552,3.0,-2.0,0.3,8.4,1.0,80.0,27.0,47.0,70.0,0.3,1021,10.0,36,0
2013-02-23,13.245570067374976,2.0,-2.0,0.2,5.4,1.0,86.0,24.0,83.0,73.0,0.2,1021,10.0,109,1
2013-02-24,14.01428160254672,3.0,-3.0,0.2,6.9,1.0,93.0,29.0,64.0,77.0,0.2,1023,9.0,177,1
2013-02-25,13.05905549357143,5.0,-2.0,0.2,5.4,1.0,100.0,29.0,86.0,86.0,0.4,1026,8.0,182,0
2013-02-26,12.573332295915002,6.0,2.0,0.0,5.4,1.0,93.0,26.0,86.0,92.0,1.8,1031,4.0,30,0
2013-02-27,12.05875947950174,7.0,2.0,0.0,10.1,1.0,87.0,24.0,62.0,86.0,0.4,1034,9.0,28,0
2013-02-28,11.9905610054208,8.0,1.0,0.0,8.5,1.0,80.0,25.0,60.0,87.0,1.8,1030,10.0,36,0
2013-03-01,12.048498896231616,8.0,1.0,0.0,5.5,2.0,73.0,21.0,73.0,85.0,0.6,1029,8.0,32,0
2013-03-02,12.30885089249862,7.0,0.0,0.0,11.0,1.0,66.0,12.0,24.0,82.0,0.0,1027,7.0,22,1
2013-03-03,12.735906984044115,7.0,1.0,0.0,10.1,1.0,60.0,14.0,35.0,85.0,0.0,1024,10.0,94,1
2013-03-04,11.48185908664459,9.0,0.0,0.0,11.1,2.0,53.0,24.0,34.0,86.0,0.0,1015,9.0,95,0
2013-03-05,10.860480589622815,15.0,3.0,0.0,11.1,2.0,46.0,16.0,25.0,86.0,0.0,1005,8.0,139,0
2013-03-06,10.675248342347311,15.0,6.0,0.0,10.1,3.0,39.0,18.0,60.0,83.0,0.8,1001,10.0,98,0
2013-03-07,10.889469267813766,9.0,7.0,0.0,5.6,2.0,32.0,17.0,99.0,93.0,7.25,997,8.0,85,0
2013-03-08,10.930170228150333,10.0,7.0,0.0,5.6,2.0,26.0,13.0,98.0,96.0,7.25,997,5.0,101,0
2013-03-09,11.55987806107939,9.0,3.0,0.0,7.1,2.0,19.0,13.0,78.0,92.0,4.1,1002,7.0,252,1
2013-03-10,12.823072729773523,4.0,-1.0,0.5,5.7,1.0,12.0,27.0,87.0,87.0,0.8,1006,7.0,75,1
2013-03-11,13.106772969747745,1.0,-2.0,0.2,5.7,1.0,5.0,41.0,86.0,71.0,1.4,1008,3.0,42,0
2013-03-12,12.852295264929085,4.0,-2.0,0.0,8.7,1.0,1.0,37.0,60.0,63.0,0.0,1009,10.0,66,0
2013-03-13,12.119938075340952,5.0,-2.0,0.0,8.8,1.0,8.0,25.0,55.0,83.0,0.4,1010,10.0,338,0
2013-03-14,11.786081673764748,7.0,-3.0,0.0,11.6,1.0,15.0,16.0,32.0,74.0,0.0,1015,7.0,310,0
2013-03-15,11.590859170709678,8.0,0.0,0.0,6.0,2.0,22.0,34.0,89.0,87.0,2.0,1008,6.0,206,0
2013-03-16,12.186486909457964,5.0,4.0,0.0,6.0,1.0,29.0,40.0,93.0,97.0,7.25,996,7.0,170,1
2013-03-17,12.57778255272962,6.0,1.0,0.0,6.0,1.0,35.0,24.0,82.0,96.0,5.9,991,7.0,208,1
2013-03-18,11.816572589134848,8.0,0.0,0.0,6.0,2.0,42.0,10.0,68.0,91.0,1.8,991,5.0,125,0
2013-03-19,11.387626705071929,8.0,0.0,0.0,7.4,2.0,49.0,12.0,76.0,86.0,1.8,997,5.0,84,0
2013-03-20,11.663214021070113,7.0,1.0,0.0,7.4,1.0,56.0,14.0,79.0,87.0,1.1,1006,5.0,32,0
2013-03-21,11.504756133886737,7.0,-1.0,0.0,7.5,1.0,62.0,23.0,65.0,80.0,0.2,1016,9.0,99,0
2013-03-22,12.071172692490777,6.0,1.0,0.0,7.6,1.0,69.0,39.0,84.0,88.0,7.25,1010,8.0,87,0
2013-03-23,13.429270813162267,2.0,1.0,8.3,6.3,1.0,76.0,32.0,100.0,97.0,7.25,1010,5.0,67,1
2013-03-24,14.45982311739291,1.0,-1.0,2.2,6.3,1.0,83.0,29.0,89.0,89.0,2.8,1013,3.0,52,1
2013-03-25,13.118294812202326,3.0,-1.0,0.1,9.0,1.0,89.0,31.0,73.0,72.0,0.4,1014,7.0,46,0
2013-03-26,12.916559451200149,3.0,-1.0,0.6,9.0,1.0,96.0,27.0,69.0,72.0,0.7,1013,9.0,44,0
2013-03-27,12.496044153186771,4.0,-3.0,0.4,9.0,1.0,97.0,23.0,67.0,72.0,0.6,1012,8.0,43,0
2013-03-28,12.050954318124653,5.0,-3.0,0.2,7.7,1.0,90.0,22.0,56.0,73.0,0.7,1012,9.0,31,0
2013-03-29,12.23157573621232,6.0,-3.0,0.0,9.0,1.0,83.0,20.0,35.0,75.0,0.3,1011,9.0,44,1
2013-03-30,11.791903696284658,6.0,-3.0,0.3,7.7,1.0,77.0,21.0,58.0,80.0,0.8,1011,7.0,31,1
